state,coc,coc_num,coc_award_amount,rural_urban,total_beds,total_hmis_beds,hmis_bed_coverage_perc,es_sh_avg_days,es_sh_median_days,es_sh_th_avg_days,es_sh_th_median_days,num_exit_to_perm_housing_so,num_return_6_so,num_return_12_so,num_return_24_so,perc_return_6_so,perc_return_12_so,perc_return_24_so,num_exit_to_perm_housing_es,num_return_6_es,num_return_12_es,num_return_24_es,perc_return_6_es,perc_return_12_es,perc_return_24_es,num_exit_to_perm_housing_th,num_return_6_th,num_return_12_th,num_return_24_th,perc_return_6_th,perc_return_12_th,perc_return_24_th,num_exit_to_perm_housing_sh,num_return_6_sh,num_return_12_sh,num_return_24_sh,perc_return_6_sh,perc_return_12_sh,perc_return_24_sh,num_exit_to_perm_housing_ph,num_return_6_ph,num_return_12_ph,num_return_24_ph,perc_return_6_ph,perc_return_12_ph,perc_return_24_ph,num_exit_to_perm_housing_so_es_th_sh_ph,num_return_6_so_es_th_sh_ph,num_return_12_so_es_th_sh_ph,num_return_24_all,perc_return_6_all,perc_return_12_all,perc_return_24_all,,,,,,,,,,avg_pct_wage_inc,,,,,,,,total_num_exit_so,num_exit_so_to_temp,num_exit_so_to_perm,perc_successfully_exit_so,total_num_exit_es_th_sh_phrrh,num_exit_es_th_sh_phrrh_to_perm,perc_successfully_exit_es_th_sh_phrrh_to_perm,,,,,,,,,,,,,,,,,,
TN,"Morristown/Blount, Sevier, Campbell, Cocke Counties CoC",TN-512,"$607,384.00",Largely Rural CoC,143,48,34%,40,24,44,25,31,5,5,6,16%,16%,19%,21,1,1,1,5%,5%,5%,12,1,2,2,8%,17%,17%,0,0,0,0,NA,NA,NA,55,2,2,2,4%,4%,4%,119,9,10,11,8%,8%,9%,422,20,2,10%,8,40%,9,45%,4,1,25%,2,50%,3,75%,348,580,557,8,245,45%,512,236,46%,36,33,92%,290,30,10%,16,2,13%,6,0,0%,229,7,3%,568,164,29%
TX,San Antonio/Bexar County CoC,TX-500,"$9,935,694.00",Major City CoC,1637,1616,99%,96,47,113,55,49,8,12,17,16%,24%,35%,1169,179,264,365,15%,23%,31%,290,55,78,98,19%,27%,34%,0,0,0,0,NA,NA,NA,1564,116,203,293,7%,13%,19%,3072,358,557,773,12%,18%,25%,6196,273,29,11%,64,23%,86,32%,347,69,20%,104,30%,153,44%,2506,3052,1535,473,103,38%,4632,1928,42%,1910,1789,94%,4669,1003,21%,507,28,6%,480,90,19%,1173,10,1%,1711,17,1%
TX,Austin/Travis County CoC,TX-503,"$10,383,512.00",Major City CoC,960,960,100%,72,37,80,40,12,2,4,5,17%,33%,42%,563,52,85,115,9%,15%,20%,117,2,7,15,2%,6%,13%,30,2,4,5,7%,13%,17%,803,39,72,120,5%,9%,15%,1525,97,172,260,6%,11%,17%,4704,331,28,8%,179,54%,197,60%,122,19,16%,46,38%,61,50%,3166,3561,782,39,94,17%,3783,1136,30%,1327,1289,97%,3717,1834,49%,119,10,8%,257,22,9%,910,74,8%,160,56,35%
TX,"Dallas City & County, Irving CoC",TX-600,"$17,036,008.00",Major City CoC,2571,1488,58%,98,32,101,36,83,6,16,23,7%,19%,28%,486,40,68,107,8%,14%,22%,103,4,8,13,4%,8%,13%,6,1,1,1,17%,17%,17%,987,57,106,138,6%,11%,14%,1665,108,199,282,6%,12%,17%,9383,1129,106,9%,353,31%,425,38%,667,119,18%,142,21%,234,35%,6029,6494,1649,209,627,51%,7513,1655,22%,3846,3463,90%,7565,3763,50%,405,57,14%,920,238,26%,725,41,6%,253,41,16%
TX,"Fort Worth, Arlington/Tarrant County CoC",TX-601,"$13,604,830.00",Major City CoC,1503,1151,77%,71,23,77,27,121,8,22,32,7%,18%,26%,930,85,162,251,9%,17%,27%,109,11,21,29,10%,19%,27%,3,0,1,2,0%,33%,67%,737,53,83,143,7%,11%,19%,1900,157,289,457,8%,15%,24%,6551,494,47,10%,314,64%,348,70%,210,68,32%,67,32%,125,60%,3675,4147,887,52,148,23%,2342,1207,52%,1742,1637,94%,2878,1437,50%,251,48,19%,337,4,1%,939,15,2%,1072,574,54%
TX,El Paso City & County CoC,TX-603,"$3,028,383.00",Major City CoC,953,613,64%,35,19,64,28,31,1,5,9,3%,16%,29%,1048,150,210,300,14%,20%,29%,425,32,50,69,8%,12%,16%,0,0,0,0,NA,NA,NA,349,12,34,56,3%,10%,16%,1853,195,299,434,11%,16%,23%,2523,77,5,6%,15,19%,20,26%,202,56,28%,65,32%,109,54%,1829,2067,583,328,69,68%,2375,1371,58%,260,227,87%,2000,167,8%,156,13,8%,85,16,19%,803,51,6%,702,176,25%
TX,Waco/McLennan County CoC,TX-604,"$1,034,214.00",Largely Rural CoC,165,99,60%,30,8,55,9,3,0,0,0,0%,0%,0%,55,2,8,15,4%,15%,27%,64,1,1,1,2%,2%,2%,0,0,0,0,NA,NA,NA,32,3,5,5,9%,16%,16%,154,6,14,21,4%,9%,14%,805,51,2,4%,11,22%,12,24%,30,0,0%,5,17%,5,17%,603,673,63,9,9,29%,697,84,12%,76,73,96%,826,312,38%,0,0,NA,12,1,8%,33,1,3%,145,28,19%
TX,Texas Balance of State CoC,TX-607,"$10,108,120.00",Largely Rural CoC,3207,2102,66%,30,3,37,3,107,9,10,17,8%,9%,16%,1889,183,277,414,10%,15%,22%,583,29,53,93,5%,9%,16%,0,0,0,0,NA,NA,NA,1378,36,75,129,3%,5%,9%,3957,257,415,653,6%,10%,17%,18876,174,15,9%,64,37%,76,44%,186,53,28%,52,28%,99,53%,15587,16492,2367,974,402,58%,17985,5854,33%,296,282,95%,16921,2410,14%,794,175,22%,70,2,3%,1344,41,3%,1158,185,16%
TX,Amarillo CoC,TX-611,"$585,037.00",Other Largely Urban CoC,638,638,100%,58,19,110,32,0,0,0,0,NA,NA,NA,37,14,23,27,38%,62%,73%,12,1,3,5,8%,25%,42%,0,0,0,0,NA,NA,NA,7,0,0,2,0%,0%,29%,56,15,26,34,27%,46%,61%,1666,41,0,0%,0,0%,0,0%,55,4,7%,9,16%,11,20%,1009,1071,0,0,0,NA,1280,174,14%,230,201,87%,1476,1455,99%,137,82,60%,131,51,39%,0,0,NA,0,0,NA
TX,"Wichita Falls/Wise, Palo Pinto, Wichita, Archer Counties CoC",TX-624,"$315,554.00",Largely Rural CoC,327,279,85%,30,60,30,60,0,0,0,0,NA,NA,NA,23,0,0,5,0%,0%,22%,1,0,0,0,0%,0%,0%,0,0,0,0,NA,NA,NA,1,0,0,1,0%,0%,100%,25,0,0,6,0%,0%,24%,395,95,10,11%,20,21%,30,32%,299,0,0%,9,3%,9,3%,294,290,0,0,0,NA,299,153,51%,19,19,100%,299,104,35%,0,0,NA,1,0,0%,0,0,NA,0,0,NA
TX,"Houston, Pasadena, Conroe/Harris, Ft. Bend, Montgomery, Counties CoC",TX-700,"$41,760,038.00",Major City CoC,2288,2273,99%,63,27,97,36,194,16,26,42,8%,13%,22%,1742,305,424,554,18%,24%,32%,818,115,152,194,14%,19%,24%,0,0,0,0,NA,NA,NA,2034,126,219,354,6%,11%,17%,4788,562,821,1144,12%,17%,24%,10273,1158,149,13%,352,30%,456,39%,1051,225,21%,184,18%,372,35%,7232,8752,3388,758,315,32%,9623,3140,33%,5386,5128,95%,7934,3674,46%,962,261,27%,1068,98,9%,1904,20,1%,1896,270,14%
TX,"Bryan, College Station/Brazos Valley CoC",TX-701,"$412,562.00",Other Largely Urban CoC,128,104,81%,58,27,58,27,0,0,0,0,NA,NA,NA,32,1,6,9,3%,19%,28%,0,0,0,0,NA,NA,NA,0,0,0,0,NA,NA,NA,41,0,0,0,0%,0%,0%,73,1,6,9,1%,8%,12%,720,0,0,NA,0,NA,0,NA,66,18,27%,1,2%,18,27%,564,604,0,0,0,NA,161,71,44%,0,0,NA,655,349,53%,0,0,NA,0,0,NA,111,1,1%,0,0,NA
UT,Salt Lake City & County CoC,UT-500,"$8,013,120.00",Largely Suburban CoC,1437,1286,89%,60,21,68,24,26,9,14,17,35%,54%,65%,884,249,327,411,28%,37%,46%,152,13,24,35,9%,16%,23%,0,0,0,0,NA,NA,NA,1390,297,436,543,21%,31%,39%,2452,568,801,1006,23%,33%,41%,8954,505,44,9%,97,19%,135,27%,303,46,15%,54,18%,96,32%,4642,5387,1336,2,11,1%,7646,1605,21%,2389,2234,94%,7328,5434,74%,208,17,8%,490,28,6%,1782,324,18%,395,385,97%
UT,Utah Balance of State CoC,UT-503,"$1,998,751.00",Largely Suburban CoC,598,531,89%,111,30,113,30,11,1,1,3,9%,9%,27%,1190,216,296,376,18%,25%,32%,37,1,2,8,3%,5%,22%,0,0,0,0,NA,NA,NA,939,44,80,138,5%,9%,15%,2177,262,379,525,12%,17%,24%,3841,36,8,22%,12,33%,17,47%,147,39,27%,9,6%,45,31%,2315,3014,255,2,19,8%,4086,1737,43%,230,201,87%,3448,26,1%,43,4,9%,119,4,3%,1174,84,7%,222,196,88%
UT,Provo/Mountainland CoC,UT-504,"$1,393,707.00",Largely Suburban CoC,83,69,83%,76,5,91,5,0,0,0,0,NA,NA,NA,341,91,104,109,27%,30%,32%,38,5,7,10,13%,18%,26%,0,0,0,0,NA,NA,NA,314,13,25,38,4%,8%,12%,693,109,136,157,16%,20%,23%,678,63,10,16%,26,41%,35,56%,49,15,31%,17,35%,29,59%,478,630,139,10,9,14%,745,238,32%,203,189,93%,638,12,2%,58,1,2%,85,3,4%,197,1,1%,90,79,88%
VA,"Richmond/Henrico, Chesterfield, Hanover Counties CoC",VA-500,"$4,813,352.00",Largely Suburban CoC,389,355,91%,35,11,41,14,90,11,22,28,12%,24%,31%,724,90,157,235,12%,22%,32%,48,2,7,11,4%,15%,23%,29,1,1,4,3%,3%,14%,468,41,64,105,9%,14%,22%,1359,145,251,383,11%,18%,28%,3180,260,10,4%,87,33%,93,36%,149,28,19%,28,19%,51,34%,2212,2338,490,93,149,49%,2927,946,32%,555,545,98%,2924,1108,38%,109,7,6%,29,8,28%,477,15,3%,391,41,10%
VA,"Norfolk, Chesapeake, Suffolk/Isle of Wight, Southampton Counties CoC",VA-501,"$3,749,505.00",Largely Suburban CoC,485,485,100%,65,30,72,33,70,10,15,21,14%,21%,30%,392,7,24,65,2%,6%,17%,85,4,6,12,5%,7%,14%,0,0,0,0,NA,NA,NA,549,23,48,75,4%,9%,14%,1096,44,93,173,4%,8%,16%,2478,163,16,10%,83,51%,94,58%,169,68,40%,60,36%,114,67%,1661,2039,200,35,61,48%,2464,700,28%,551,541,98%,2364,1836,78%,94,11,12%,111,1,1%,769,25,3%,136,7,5%
VA,"Roanoke City & County, Salem CoC",VA-502,"$890,645.00",Largely Suburban CoC,373,373,100%,45,18,45,18,425,61,91,133,14%,21%,31%,160,26,31,45,16%,19%,28%,0,0,0,0,NA,NA,NA,0,0,0,0,NA,NA,NA,234,10,21,30,4%,9%,13%,819,97,143,208,12%,17%,25%,2280,35,0,0%,14,40%,14,40%,14,0,0%,10,71%,10,71%,1577,1641,798,167,197,46%,2061,380,18%,61,60,98%,2309,198,9%,0,0,NA,44,2,5%,291,0,0%,917,102,11%
VA,Virginia Beach CoC,VA-503,"$1,763,592.00",Major City CoC,128,88,69%,60,31,67,34,31,5,6,7,16%,19%,23%,235,44,61,72,19%,26%,31%,155,5,7,11,3%,5%,7%,0,0,0,0,NA,NA,NA,98,5,6,10,5%,6%,10%,519,59,80,100,11%,15%,19%,589,104,8,8%,54,52%,55,53%,48,12,25%,16,33%,25,52%,456,586,298,87,66,51%,625,267,43%,324,316,98%,594,262,44%,19,0,0%,94,0,0%,122,4,3%,204,59,29%
VA,Charlottesville CoC,VA-504,"$417,497.00",Largely Rural CoC,87,87,100%,37,14,53,15,0,0,0,0,NA,NA,NA,84,10,22,32,12%,26%,38%,2,0,0,0,0%,0%,0%,0,0,0,0,NA,NA,NA,8,0,0,0,0%,0%,0%,94,10,22,32,11%,23%,34%,327,48,6,13%,11,23%,14,29%,34,2,6%,8,24%,10,29%,216,267,0,0,0,NA,326,86,26%,41,39,95%,318,131,41%,0,0,NA,12,0,0%,32,2,6%,0,0,NA
VA,"Newport News, Hampton/Virginia Peninsula CoC",VA-505,"$1,912,704.00",Other Largely Urban CoC,216,131,61%,75,36,99,40,5,0,0,0,0%,0%,0%,247,20,38,56,8%,15%,23%,29,4,4,5,14%,14%,17%,0,0,0,0,NA,NA,NA,385,12,22,30,3%,6%,8%,666,36,64,91,5%,10%,14%,978,111,11,10%,62,56%,70,63%,29,2,7%,16,55%,17,59%,627,817,51,9,33,82%,999,354,35%,299,288,96%,1047,740,71%,46,8,17%,43,1,2%,276,0,0%,28,0,0%
VA,Portsmouth CoC,VA-507,"$1,209,142.00",Other Largely Urban CoC,48,23,48%,73,28,178,46,7,1,2,3,14%,29%,43%,85,7,9,12,8%,11%,14%,12,1,1,1,8%,8%,8%,0,0,0,0,NA,NA,NA,18,1,1,2,6%,6%,11%,122,10,13,18,8%,11%,15%,164,67,7,10%,32,48%,36,54%,21,5,24%,8,38%,11,52%,93,113,53,5,34,74%,173,41,24%,143,140,98%,168,78,46%,17,0,0%,16,0,0%,21,0,0%,26,6,23%
VA,Lynchburg CoC,VA-508,"$371,673.00",Largely Rural CoC,98,98,100%,32,20,32,20,0,0,0,0,NA,NA,NA,196,11,30,44,6%,15%,22%,0,0,0,0,NA,NA,NA,0,0,0,0,NA,NA,NA,88,0,1,8,0%,1%,9%,284,11,31,52,4%,11%,18%,655,39,7,18%,15,38%,20,51%,26,10,38%,7,27%,15,58%,502,630,51,6,27,65%,661,298,45%,73,71,97%,590,281,48%,0,0,NA,8,0,0%,193,4,2%,34,7,21%
VA,"Harrisburg, Winchester/Western Virginia CoC",VA-513,"$368,464.00",Largely Rural CoC,214,63,29%,59,36,59,36,0,0,0,0,NA,NA,NA,180,12,19,25,7%,11%,14%,0,0,0,0,NA,NA,NA,0,0,0,0,NA,NA,NA,245,8,10,13,3%,4%,5%,425,20,29,38,5%,7%,9%,502,39,5,13%,10,26%,12,31%,7,0,0%,1,14%,1,14%,379,553,54,3,22,46%,596,344,58%,91,85,93%,426,215,50%,0,0,NA,15,4,27%,335,0,0%,60,15,25%
VA,"Fredericksburg/Spotsylvania, Stafford Counties CoC",VA-514,"$367,448.00",Largely Suburban CoC,133,133,100%,72,50,72,50,77,11,16,26,14%,21%,34%,291,21,35,53,7%,12%,18%,0,0,0,0,NA,NA,NA,0,0,0,0,NA,NA,NA,83,6,9,18,7%,11%,22%,451,38,60,97,8%,13%,22%,789,19,2,11%,11,58%,12,63%,9,0,0%,6,67%,6,67%,490,519,142,19,51,49%,700,325,46%,56,51,91%,672,170,25%,0,0,NA,18,1,6%,155,3,2%,69,8,12%
VA,Virginia Balance of State CoC,VA-521,"$1,414,751.00",Largely Rural CoC,500,211,42%,46,26,46,26,4,1,1,2,25%,25%,50%,458,64,83,110,14%,18%,24%,0,0,0,0,NA,NA,NA,0,0,0,0,NA,NA,NA,691,9,24,45,1%,3%,7%,1153,74,108,157,6%,9%,14%,1500,45,4,9%,12,27%,15,33%,117,6,5%,8,7%,13,11%,1199,2020,60,41,12,88%,2040,1134,56%,66,61,92%,1322,361,27%,0,0,NA,31,2,6%,966,61,6%,43,0,0%
VA,Arlington County CoC,VA-600,"$2,659,145.00",Other Largely Urban CoC,182,182,100%,103,61,107,67,20,0,3,3,0%,15%,15%,218,13,19,34,6%,9%,16%,4,0,0,0,0%,0%,0%,0,0,0,0,NA,NA,NA,126,8,11,16,6%,9%,13%,368,21,33,53,6%,9%,14%,678,115,6,5%,39,34%,43,37%,38,9,24%,13,34%,19,50%,444,488,56,6,4,18%,514,300,58%,304,296,97%,537,29,5%,5,5,100%,46,0,0%,152,2,1%,99,10,10%
VA,Fairfax County CoC,VA-601,"$8,984,188.00",Largely Suburban CoC,564,564,100%,82,52,104,57,99,26,38,45,26%,38%,45%,882,98,162,250,11%,18%,28%,74,0,2,7,0%,3%,9%,0,0,0,0,NA,NA,NA,682,58,90,121,9%,13%,18%,1737,182,292,423,10%,17%,24%,2968,332,42,13%,147,44%,162,49%,133,37,28%,40,30%,70,53%,1737,1897,546,123,172,54%,2291,1091,48%,718,702,98%,2424,761,31%,96,8,8%,280,29,10%,1318,77,6%,615,78,13%
VA,Loudoun County CoC,VA-602,"$171,024.00",Largely Suburban CoC,106,57,54%,45,31,45,31,1,0,0,0,0%,0%,0%,146,11,18,22,8%,12%,15%,0,0,0,0,NA,NA,NA,0,0,0,0,NA,NA,NA,66,14,23,30,21%,35%,45%,213,25,41,52,12%,19%,24%,243,13,2,15%,2,15%,4,31%,3,0,0%,0,0%,0,0%,178,193,28,10,0,36%,232,104,45%,21,19,90%,275,41,15%,0,0,NA,3,0,0%,65,2,3%,21,0,0%
VA,Alexandria CoC,VA-603,"$860,624.00",Other Largely Urban CoC,182,182,100%,89,63,109,70,9,4,4,4,44%,44%,44%,194,19,40,55,10%,21%,28%,31,1,2,3,3%,6%,10%,3,0,0,0,0%,0%,0%,75,5,6,12,7%,8%,16%,312,29,52,74,9%,17%,24%,790,41,6,15%,16,39%,21,51%,13,1,8%,6,46%,7,54%,501,527,9,4,5,100%,571,193,34%,50,50,100%,640,116,18%,18,0,0%,7,0,0%,155,44,28%,9,0,0%
VA,Prince William County CoC,VA-604,"$994,546.00",Largely Suburban CoC,268,229,85%,79,62,119,73,1,0,0,0,0%,0%,0%,196,29,44,53,15%,22%,27%,67,0,0,3,0%,0%,4%,0,0,0,0,NA,NA,NA,457,30,54,67,7%,12%,15%,721,59,98,123,8%,14%,17%,963,29,1,3%,10,34%,10,34%,24,5,21%,2,8%,7,29%,579,599,85,7,14,25%,866,452,52%,31,30,97%,770,9,1%,32,8,25%,4,1,25%,244,1,0%,85,27,32%
VI,Virgin Islands CoC,VI-500,"$197,155.00",Largely Rural CoC,51,43,84%,220,97,262,119,1,0,0,0,0%,0%,0%,45,0,1,1,0%,2%,2%,10,0,0,0,0%,0%,0%,0,0,0,0,NA,NA,NA,22,0,0,0,0%,0%,0%,78,0,1,1,0%,1%,1%,108,9,0,0%,0,0%,0,0%,37,1,3%,0,0%,1,3%,60,69,0,0,0,NA,74,21,28%,46,40,87%,32,4,13%,39,4,10%,23,3,13%,37,0,0%,0,0,NA
VT,Vermont Balance of State CoC,VT-500,"$3,767,758.00",Largely Rural CoC,509,439,86%,91,64,118,71,94,8,14,24,9%,15%,26%,565,34,55,90,6%,10%,16%,112,6,8,13,5%,7%,12%,2,0,0,0,0%,0%,0%,995,33,68,129,3%,7%,13%,1768,81,145,256,5%,8%,14%,1554,211,15,7%,93,44%,99,47%,106,19,18%,42,40%,58,55%,1009,2028,436,99,243,78%,2189,1359,62%,290,279,96%,1170,107,9%,91,4,4%,56,0,0%,1239,92,7%,264,28,11%
VT,Burlington/Chittenden County CoC,VT-501,"$1,124,840.00",Other Largely Urban CoC,174,146,84%,78,51,86,55,25,2,4,7,8%,16%,28%,93,11,15,20,12%,16%,22%,12,2,2,2,17%,17%,17%,0,0,0,0,NA,NA,NA,246,0,4,14,0%,2%,6%,376,15,25,43,4%,7%,11%,711,46,1,2%,18,39%,19,41%,15,0,0%,8,53%,8,53%,465,761,24,2,10,50%,864,419,48%,110,102,93%,590,108,18%,19,0,0%,24,2,8%,474,6,1%,17,5,29%
WA,Seattle/King County CoC,WA-500,"$47,515,340.00",Major City CoC,6150,5025,82%,104,47,139,61,134,9,20,25,7%,15%,19%,2562,368,551,714,14%,22%,28%,905,51,81,123,6%,9%,14%,2,0,0,0,0%,0%,0%,2352,89,136,256,4%,6%,11%,5955,517,788,1118,9%,13%,19%,17946,1954,88,5%,1115,57%,1172,60%,837,102,12%,221,26%,304,36%,8292,9599,3013,448,1440,63%,14375,5256,37%,6413,6117,95%,12805,6929,54%,1052,204,19%,1057,88,8%,3101,231,7%,3029,906,30%
WA,Washington Balance of State CoC,WA-501,"$8,730,488.00",Largely Rural CoC,3739,2114,57%,57,31,106,40,197,11,16,22,6%,8%,11%,2466,195,301,369,8%,12%,15%,776,27,46,84,3%,6%,11%,0,0,0,0,NA,NA,NA,4687,152,267,417,3%,6%,9%,8126,385,630,892,5%,8%,11%,10114,444,32,7%,238,54%,252,57%,485,105,22%,125,26%,219,45%,5219,7517,837,109,144,30%,12181,6151,50%,2060,1870,91%,7875,2606,33%,724,39,5%,607,52,9%,5512,278,5%,840,502,60%
WA,Spokane City & County CoC,WA-502,"$4,085,440.00",Other Largely Urban CoC,990,588,59%,60,19,77,27,77,6,8,18,8%,10%,23%,637,66,95,134,10%,15%,21%,220,11,16,25,5%,7%,11%,0,0,0,0,NA,NA,NA,1764,80,187,315,5%,11%,18%,2698,163,306,492,6%,11%,18%,3780,114,0,0%,46,40%,45,39%,977,49,5%,104,11%,147,15%,2413,4815,356,40,109,42%,5536,2386,43%,918,871,95%,2645,1794,68%,293,23,8%,113,4,4%,3524,94,3%,134,43,32%
WA,"Tacoma, Lakewood/Pierce County CoC",WA-503,"$3,609,841.00",Largely Suburban CoC,812,777,96%,81,41,105,45,35,10,11,12,29%,31%,34%,884,161,219,283,18%,25%,32%,145,9,12,17,6%,8%,12%,0,0,0,0,NA,NA,NA,965,33,67,103,3%,7%,11%,2029,213,309,415,10%,15%,20%,4576,334,8,2%,155,46%,158,47%,184,32,17%,46,25%,73,40%,3064,3879,482,3,51,11%,4332,1450,33%,1143,1021,89%,3344,1689,51%,153,14,9%,335,20,6%,1091,183,17%,102,52,51%
WA,Everett/Snohomish County CoC,WA-504,"$10,464,602.00",Largely Suburban CoC,542,515,95%,95,35,113,41,82,2,4,8,2%,5%,10%,626,41,67,89,7%,11%,14%,23,1,3,3,4%,13%,13%,0,0,0,0,NA,NA,NA,755,23,36,66,3%,5%,9%,1486,67,110,166,5%,7%,11%,2338,486,43,9%,282,58%,311,64%,190,41,22%,49,26%,81,43%,1592,2241,74,8,15,31%,2193,1099,50%,2153,2081,97%,1910,191,10%,94,5,5%,399,21,5%,1023,15,1%,74,4,5%
WA,Vancouver/Clark County CoC,WA-508,"$1,973,789.00",Largely Suburban CoC,346,338,98%,67,21,138,44,48,4,7,16,8%,15%,33%,248,34,45,70,14%,18%,28%,115,5,13,21,4%,11%,18%,0,0,0,0,NA,NA,NA,331,17,22,44,5%,7%,13%,742,60,87,151,8%,12%,20%,1659,62,9,15%,33,53%,39,63%,20,3,15%,5,25%,8,40%,1093,1326,110,4,32,33%,1683,687,41%,474,465,98%,1304,428,33%,227,45,20%,54,7,13%,460,53,12%,23,9,39%
WI,Wisconsin Balance of State CoC,WI-500,"$10,532,123.00",Largely Rural CoC,1894,1701,90%,50,32,75,37,275,16,25,37,6%,9%,13%,4203,800,1062,1377,19%,25%,33%,603,29,54,95,5%,9%,16%,10,1,4,4,10%,40%,40%,1134,54,99,152,5%,9%,13%,6225,900,1244,1665,14%,20%,27%,10850,237,33,14%,46,19%,64,27%,448,104,23%,89,20%,176,39%,7036,7750,430,89,213,70%,9882,4320,44%,801,764,95%,8753,1587,18%,547,28,5%,332,19,6%,1813,71,4%,169,17,10%
WI,Milwaukee City & County CoC,WI-501,"$10,813,357.00",Major City CoC,870,870,100%,53,20,61,23,151,22,30,40,15%,20%,26%,963,180,243,304,19%,25%,32%,130,5,11,26,4%,8%,20%,61,9,11,18,15%,18%,30%,800,52,87,136,7%,11%,17%,2105,268,382,524,13%,18%,25%,5301,793,55,7%,390,49%,419,53%,294,48,16%,119,40%,158,54%,3460,3657,681,82,119,30%,4497,1078,24%,2046,2020,99%,4435,2901,65%,286,19,7%,358,2,1%,655,5,1%,215,141,66%
WI,Racine City & County CoC,WI-502,"$1,001,094.00",Largely Suburban CoC,175,174,99%,87,40,98,46,18,3,5,6,17%,28%,33%,273,23,41,62,8%,15%,23%,42,1,2,3,2%,5%,7%,0,0,0,0,NA,NA,NA,74,1,3,4,1%,4%,5%,407,28,51,75,7%,13%,18%,935,35,6,17%,22,63%,23,66%,26,4,15%,4,15%,8,31%,643,669,134,30,29,44%,729,298,41%,119,117,98%,714,294,41%,37,4,11%,25,1,4%,122,0,0%,19,3,16%
WI,Madison/Dane County CoC,WI-503,"$3,683,891.00",Other Largely Urban CoC,409,362,89%,38,18,55,20,165,31,44,54,19%,27%,33%,614,158,206,264,26%,34%,43%,62,0,1,3,0%,2%,5%,10,0,0,3,0%,0%,30%,323,33,42,65,10%,13%,20%,1174,222,293,389,19%,25%,33%,2867,239,25,10%,122,51%,136,57%,88,23,26%,20,23%,38,43%,1627,1829,300,36,105,47%,2053,679,33%,1262,1209,96%,1839,903,49%,64,2,3%,292,24,8%,559,18,3%,91,36,40%
WV,"Wheeling, Weirton Area CoC",WV-500,"$423,756.00",Largely Rural CoC,62,59,95%,53,34,71,42,14,2,5,8,14%,36%,57%,64,8,9,20,13%,14%,31%,16,0,0,0,0%,0%,0%,0,0,0,0,NA,NA,NA,45,2,5,7,4%,11%,16%,139,12,19,35,9%,14%,25%,325,0,0,NA,0,NA,0,NA,29,7,24%,2,7%,9,31%,238,272,134,35,51,64%,314,159,51%,30,24,80%,273,60,22%,36,0,0%,29,0,0%,92,2,2%,136,0,0%
WV,"Huntington/Cabell, Wayne Counties CoC",WV-501,"$2,785,647.00",Largely Rural CoC,195,182,93%,36,24,36,24,48,8,15,21,17%,31%,44%,314,81,106,117,26%,34%,37%,47,4,6,9,9%,13%,19%,19,1,1,5,5%,5%,26%,266,18,21,39,7%,8%,15%,694,112,149,191,16%,21%,28%,945,166,14,8%,82,49%,88,53%,208,25,12%,41,20%,65,31%,653,724,105,33,52,81%,793,251,32%,567,543,96%,919,2,0%,0,0,NA,169,2,1%,310,0,0%,106,3,3%
WV,"Charleston/Kanawha, Putnam, Boone, Clay Counties CoC",WV-503,"$1,459,428.00",Largely Suburban CoC,234,158,68%,59,31,67,33,207,0,0,1,0%,0%,0%,467,108,142,157,23%,30%,34%,16,0,0,0,0%,0%,0%,0,0,0,0,NA,NA,NA,65,5,7,8,8%,11%,12%,755,113,149,166,15%,20%,22%,925,82,7,9%,27,33%,34,41%,109,16,15%,13,12%,29,27%,670,825,287,15,196,74%,892,482,54%,85,80,94%,773,78,10%,15,0,0%,26,0,0%,149,5,3%,287,28,10%
WV,West Virginia Balance of State CoC,WV-508,"$4,145,781.00",Largely Rural CoC,650,552,85%,59,25,74,31,81,9,16,19,11%,20%,23%,667,95,131,170,14%,20%,25%,114,7,16,21,6%,14%,18%,0,0,0,0,NA,NA,NA,608,34,47,93,6%,8%,15%,1470,145,210,303,10%,14%,21%,2823,152,15,10%,23,15%,35,23%,296,25,8%,28,9%,52,18%,1959,2645,502,75,217,58%,2954,1363,46%,255,240,94%,2546,637,25%,121,1,1%,85,2,2%,917,44,5%,344,85,25%
WY,Wyoming Statewide CoC,WY-500,"$358,277.00",Largely Rural CoC,575,552,96%,53,22,76,30,20,1,3,5,5%,15%,25%,537,89,127,162,17%,24%,30%,33,1,4,5,3%,12%,15%,256,12,16,26,5%,6%,10%,846,103,150,198,12%,18%,23%,1692,206,300,396,12%,18%,23%,2712,26,5,19%,10,38%,12,46%,237,11,5%,7,3%,18,8%,1957,2245,573,169,142,54%,2693,1079,40%,90,81,90%,2161,809,37%,82,57,70%,28,0,0%,468,5,1%,239,16,7%
